local_id	std_id	new_or_modified	MRB_ID	hydseq	sqkm	demtarea	meanq	delivery_target	pname	headflag	termflag	rchtype	meanv	rchtot	length_m	EDANAME	RR	HUC6	station_id	station_name	basin_delineation	edacode	ex_calib	staid	HUC8	del_frac	mean_del_frac	se_del_frac	ci_lo_del_frac	ci_hi_del_frac
6295	6295	F	6295	1471	107.72	107.72	42.86	0	BOHICKET CR	1	0	0	0.68	1.44712	25916.2153	Stono/North Edisto Rivers	03050205003	30502				S090x			03050205	0.9987505749	0.9989056184	0.0018669803	0.9959140121	1.0018378738
6297	6297	F	6297	1472	293.04	293.04001	29.02	0	WADMALAW R	1	0	0	0.57	1.16762	17528.15283	Stono/North Edisto Rivers	03050205005	30502				S090x			03050205	0.9951047919	0.9956914022	0.0073002907	0.9840575373	1.0072333173
6300	6300	F	6300	1473	89.69	89.690002	23.43	0	ADAMS RUN	1	0	0	0.52	1.02619	14053.67906	St. Helena Sound	03050205008	30502				S100x			03050205	0.9786879765	0.9805612421	0.024075745	0.9431634478	1.0184262955
6305	6305	F	6305	1474	192.22	192.23	43.53	0	INDIAN FIELD SWAMP	1	0	0	0.68	1.34105	24016.78337	St. Helena Sound	03050205013	30502				S100x			03050205	0.8834856269	0.8894112594	0.060604787	0.7914555066	0.9960737901
6306	6306	F	6306	1475	42.7	42.720001	27.46	0	INDIAN FIELD SWAMP, GUM BR	1	0	0	0.55	1.04244	15099.80434	St. Helena Sound	03050205014	30502				S100x			03050205	0.8834856269	0.8894112594	0.060604787	0.7914555066	0.9960737901
6304	6304	F	6304	1476	21.55	256.5	82.38	0	INDIAN FIELD SWAMP	0	0	0	0.63	0.37961	6298.57367	St. Helena Sound	03050205012	30502				S100x			03050205	0.9316054239	0.935837027	0.0591660677	0.8459345154	1.0315828597
6307	6307	F	6307	1477	177.62	177.63	49.08	0	POLK SWAMP	1	0	0	0.72	1.42616	27043.33987	St. Helena Sound	03050205015	30502				S100x			03050205	0.9316054239	0.935837027	0.0591660677	0.8459345154	1.0315828597
6303	6303	F	6303	1478	15.3	449.42999	138.17	0	INDIAN FIELD SWAMP	0	0	0	0.83	0.16927	3700.17727	St. Helena Sound	03050205011	30502				S100x			03050205	0.9538988481	0.957210641	0.0599838869	0.8674818322	1.0575327719
6309	6309	F	6309	1479	121.09	121.11	51.12	0	CATTLE CR	1	0	0	0.73	1.46621	28188.82491	St. Helena Sound	03050205017	30502				S100x			03050205	0.9441019902	0.9475819715	0.0739289719	0.8383122607	1.0736893686
6312	6312	F	6312	1480	61.06	61.060001	18.28	0	EDISTO R, PEN BR	1	0	0	0.47	1.06906	13233.00173	St. Helena Sound	03050205020	30502				S100x			03050205	0.9360356018	0.9394837761	0.0853077537	0.8148148145	1.0873061824
6314	6314	F	6314	1481	71	71	28.54	0	EDISTO R, BETTY BR	1	0	0	0.56	1.4018	20674.47327	St. Helena Sound	03050205022	30502				S100x			03050205	0.9347836611	0.9382131183	0.0870655676	0.8112096103	1.0894456021
6316	6316	F	6316	1482	28.43	28.43	6.02	0	*A	1	0	0	0.32	0.51271	4320.94033	St. Helena Sound	03050205024	30502				S100x			03050205	0.9369927352	0.940452722	0.0839623883	0.8175785984	1.0856753125
6320	6320	F	6320	1483	122.65	122.65	39.93	0	FOURHOLE SWAMP	1	0	0	0.65	0.84112	14398.92413	St. Helena Sound	03050206003	30502				S100x			03050206	0.6604751339	0.6687585874	0.0940146995	0.5487554844	0.8453734547
6322	6322	F	6322	1484	49.22	49.220001	48.9	0	BULL SWAMP	1	0	0	0.72	0.92521	17544.07117	St. Helena Sound	03050206005	30502				S100x			03050206	0.6441153347	0.6522157549	0.0969830331	0.5292803574	0.8353548415
6323	6323	F	6323	1485	57.77	57.77	44.86	0	*A	1	0	0	0.69	0.88182	16024.58625	St. Helena Sound	03050206006	30502				S100x			03050206	0.6441153347	0.6522157549	0.0969830331	0.5292803574	0.8353548415
6321	6321	F	6321	1486	7.45	114.44	103.18	0	*A	0	0	0	0.71	0.17953	3357.00763	St. Helena Sound	03050206004	30502				S100x			03050206	0.6604751339	0.6687585874	0.0940146995	0.5487554844	0.8453734547
6319	6319	F	6319	1487	257.09	494.17999	200.98	0	FOURHOLE SWAMP	0	0	0	1.01	0.78357	20842.94988	St. Helena Sound	03050206002	30502				S100x			03050206	0.7368836615	0.7453704546	0.0795245771	0.6320791764	0.8869011464
6326	6326	F	6326	1488	68.26	68.330002	48	0	COW CASTLE CR, BUCK BR	1	0	0	0.71	0.92084	17218.82492	St. Helena Sound	03050206009	30502				S100x			03050206	0.6645987279	0.6729205302	0.0932561422	0.5540147897	0.847799858
6330	6330	F	6330	1489	97.47	97.470001	28.26	0	INDIAN CR	1	0	0	0.56	1.47134	21700.02655	St. Helena Sound	03050207004	30502				S100x			03050207	0.9046211786	0.9099381994	0.053384831	0.8245145856	1.0026696512
6335	6335	F	6335	1490	65.17	65.169998	10.05	0	BUCKHEAD CR, BEAR BR	1	0	0	0.37	0.79779	7774.10478	St. Helena Sound	03050207009	30502				S100x			03050207	0.7126056015	0.7211861644	0.0841921341	0.6059477306	0.8738752799
6336	6336	F	6336	1491	90.13	90.129997	20.52	0	BUCKHEAD CR	1	0	0	0.49	1.22943	15865.6556	St. Helena Sound	03050207010	30502				S100x			03050207	0.7126056015	0.7211861644	0.0841921341	0.6059477306	0.8738752799
6334	6334	F	6334	1492	42.04	197.34	39.36	0	BUCKHEAD CR	0	0	0	0.41	0.6295	6797.29415	St. Helena Sound	03050207008	30502				S100x			03050207	0.778114698	0.7863222144	0.0716071765	0.6805328539	0.914194247
6337	6337	F	6337	1493	28.83	28.83	10.68	0	BUCKHEAD CR, HOG BR	1	0	0	0.38	0.81616	8168.07714	St. Helena Sound	03050207011	30502				S100x			03050207	0.778114698	0.7863222144	0.0716071765	0.6805328539	0.914194247
6333	6333	F	6333	1494	13	239.17	55.9	0	BUCKHEAD CR	0	0	0	0.51	0.33307	4473.69652	St. Helena Sound	03050207007	30502				S100x			03050207	0.8151778361	0.822831546	0.0648998421	0.7291934597	0.9343898539
6339	6339	F	6339	1495	34.69	34.689999	11.93	0	*A	1	0	0	0.39	0.89823	9226.00473	St. Helena Sound	03050207013	30502				S100x			03050207	0.782174641	0.7903334952	0.0708470708	0.6848615074	0.9162135682
6341	6341	F	6341	1496	206.78	206.78	42.5	0	LEMON CR	1	0	0	0.67	1.85246	32687.60464	St. Helena Sound	03050207015	30502				S100x			03050207	0.7040487581	0.7126203715	0.085837159	0.5966732084	0.8685235729
6343	6343	F	6343	1497	194.62	194.62	48.36	0	LITTLE SALKEHATCHIE R	1	0	0	0.71	1.98346	37088.67366	St. Helena Sound	03050207017	30502				S100x			03050207	0.6651281333	0.6734896319	0.0931849292	0.5544589277	0.8482712405
6344	6344	F	6344	1498	70.71	70.709999	16.75	0	LITTLE SALKEHATCHIE, COLSTO	1	0	0	0.45	1.08641	12875.5627	St. Helena Sound	03050207018	30502				S100x			03050207	0.6651281333	0.6734896319	0.0931849292	0.5544589277	0.8482712405
6342	6342	F	6342	1499	9.62	274.94998	73.49	0	LITTLE SALKEHATCHIE R	0	0	0	0.59	0.40705	6324.94641	St. Helena Sound	03050207016	30502				S100x			03050207	0.7040487581	0.7126203715	0.085837159	0.5966732084	0.8685235729
6340	6340	F	6340	1500	97.75	579.51001	137.34	0	LITTLE SALKEHATCHIE R	0	0	0	0.83	0.75322	16464.87127	St. Helena Sound	03050207014	30502				S100x			03050207	0.782174641	0.7903334952	0.0708470708	0.6848615074	0.9162135682
6338	6338	F	6338	1501	22.59	636.79993	158.49	0	LITTLE SALKEHATCHIE R	0	0	0	0.9	0.29582	7011.76342	St. Helena Sound	03050207012	30502				S100x			03050207	0.8151778361	0.822831546	0.0648998421	0.7291934597	0.9343898539
6332	6332	F	6332	1502	24.97	900.93994	220.88	0	LITTLE SALKEHATCHIE R	0	0	0	0.85	0.22706	5082.94479	St. Helena Sound	03050207006	30502				S100x			03050207	0.8414514034	0.8485643838	0.0606168596	0.7601521585	0.949839585
6345	6345	F	6345	1503	138.67	138.67	27.43	0	WILLOW SWAMP	1	0	0	0.55	1.45101	21018.08324	St. Helena Sound	03050207019	30502				S100x			03050207	0.8414514034	0.8485643838	0.0606168596	0.7601521585	0.949839585
6331	6331	F	6331	1504	48.13	1087.74	264.63	0	LITTLE SALKEHATCHIE R	0	0	0	0.92	0.51814	12554.47147	St. Helena Sound	03050207005	30502				S100x			03050207	0.9046211786	0.9099381994	0.053384831	0.8245145856	1.0026696512
6329	6329	F	6329	1505	16.95	1202.1599	300.43	0	LITTLE SALKEHATCHIE R	0	0	0	0.98	0.22583	5828.52625	St. Helena Sound	03050207003	30502				S100x			03050207	0.9336171005	0.9378785529	0.0522757184	0.856713082	1.0227611323
6346	6346	F	6346	1506	69.25	69.25	29.94	0	RICEPATH CR	1	0	0	0.58	1.51394	23125.76275	St. Helena Sound	03050207020	30502				S100x			03050207	0.9336171005	0.9378785529	0.0522757184	0.856713082	1.0227611323
6328	6328	F	6328	1507	2.3	1273.71	333.09	0	LITTLE SALKEHATCHIE R	0	0	0	1.02	0.07503	2015.52071	St. Helena Sound	03050207002	30502				S100x			03050207	0.9434549782	0.9473256682	0.0522997486	0.8673930165	1.0308680569
6349	6349	F	6349	1508	49.13	49.130001	16.73	0	SAVANNAH CR	1	0	0	0.45	1.06788	12655.99631	St. Helena Sound	03050207023	30502				S100x			03050207	0.800770218	0.8086683939	0.0674366717	0.7099338741	0.9261952125
6351	6351	F	6351	1509	49.87	49.869999	13.98	0	SALKEHATCHIE R, THREEMILE BR	1	0	0	0.42	0.95902	10608.08466	St. Helena Sound	03050207025	30502				S100x			03050207	0.7855464839	0.793662672	0.0702195121	0.6890311595	0.9180888161
6354	6354	F	6354	1510	34.37	34.369999	14.19	0	SALKEHATCHIE R, BIRDS BR	1	0	0	0.42	0.97678	10804.46917	St. Helena Sound	03050207028	30502				S100x			03050207	0.7198088219	0.7283865431	0.0828026047	0.6137790457	0.8773899599
6356	6356	F	6356	1511	49.96	49.959999	13.98	0	GEORGES CR	1	0	0	0.42	0.96821	10709.75427	St. Helena Sound	03050207030	30502				S100x			03050207	0.7066966809	0.7152724949	0.085328885	0.5995399024	0.8696479094
6358	6358	F	6358	1512	54.03	54.029999	11.01	0	HERCULES CR	1	0	0	0.38	0.8416	8422.62685	St. Helena Sound	03050207032	30502				S100x			03050207	0.6978792158	0.7064360615	0.0870182269	0.5900055235	0.8648932527
6360	6360	F	6360	1513	94.12	94.120003	24.36	0	TOBY CR	1	0	0	0.53	1.32488	18493.22285	St. Helena Sound	03050207034	30502				S100x			03050207	0.6623416401	0.6706774161	0.0936995886	0.5508792728	0.8465801993
6363	6363	F	6363	1514	79.6	79.599998	25.42	0	TURKEY CR	1	0	0	0.54	1.36399	19398.36534	St. Helena Sound	03050207037	30502				S100x			03050207	0.6331829365	0.6411637553	0.0989655648	0.5189671604	0.8286558234
6365	6365	F	6365	1515	45.83	45.830002	13.98	0	BUCK CR	1	0	0	0.42	0.96122	10632.37169	St. Helena Sound	03050207039	30502				S100x			03050207	0.5529110123	0.5591062648	0.1120086357	0.4267762272	0.7586962882
6366	6366	F	6366	1516	79.32	79.32	22.66	0	ROSEMARY CR	1	0	0	0.51	1.28985	17324.81704	St. Helena Sound	03050207040	30502				S100x			03050207	0.5529110123	0.5591062648	0.1120086357	0.4267762272	0.7586962882
6364	6364	F	6364	1517	60.04	185.19	53.17	0	SALKEHATCHIE R	0	0	0	0.49	0.97033	12521.9777	St. Helena Sound	03050207038	30502				S100x			03050207	0.6331829365	0.6411637553	0.0989655648	0.5189671604	0.8286558234
6362	6362	F	6362	1518	22.25	287.04001	84.94	0	SALKEHATCHIE R	0	0	0	0.64	0.28233	4758.72015	St. Helena Sound	03050207036	30502				S100x			03050207	0.6586570424	0.6669566105	0.0943773022	0.5461584119	0.8443383833
6367	6367	F	6367	1519	28.24	28.24	11.23	0	HURRICANE CR	1	0	0	0.39	0.82777	8502.29228	St. Helena Sound	03050207041	30502				S100x			03050207	0.6586570424	0.6669566105	0.0943773022	0.5461584119	0.8443383833
6361	6361	F	6361	1520	0.59	315.87	97.22	0	SALKEHATCHIE R	0	0	0	0.69	0.03993	725.63319	St. Helena Sound	03050207035	30502				S100x			03050207	0.6623416401	0.6706774161	0.0936995886	0.5508792728	0.8465801993
6359	6359	F	6359	1521	35.99	445.97998	132.17	0	SALKEHATCHIE R	0	0	0	0.81	0.3741	7980.49373	St. Helena Sound	03050207033	30502				S100x			03050207	0.6978792158	0.7064360615	0.0870182269	0.5900055235	0.8648932527
6357	6357	F	6357	1522	1.66	501.66998	145.94	0	SALKEHATCHIE R	0	0	0	0.86	0.08987	2035.56596	St. Helena Sound	03050207031	30502				S100x			03050207	0.7066966809	0.7152724949	0.085328885	0.5995399024	0.8696479094
6355	6355	F	6355	1523	8.08	559.71002	164.16	0	SALKEHATCHIE R	0	0	0	0.91	0.13159	3153.81211	St. Helena Sound	03050207029	30502				S100x			03050207	0.7198088219	0.7283865431	0.0828026047	0.6137790457	0.8773899599
6353	6353	F	6353	1524	17.92	612	182.16	0	SALKEHATCHIE R	0	0	0	0.96	0.1112	2811.54242	St. Helena Sound	03050207027	30502				S100x			03050207	0.7310787021	0.7396329845	0.0806236377	0.6260751375	0.8826557538
6368	6368	F	6368	1525	50.51	50.509998	17.58	0	WELLS BR	1	0	0	0.46	1.10067	13334.46872	St. Helena Sound	03050207042	30502				S100x			03050207	0.7310787021	0.7396329845	0.0806236377	0.6260751375	0.8826557538
6352	6352	F	6352	1526	87.32	749.83002	218.38	0	SALKEHATCHIE R	0	0	0	1.05	0.51435	14223.50603	St. Helena Sound	03050207026	30502				S100x			03050207	0.7855464839	0.793662672	0.0702195121	0.6890311595	0.9180888161
6350	6350	F	6350	1527	6.33	806.03003	237.66	0	SALKEHATCHIE R	0	0	0	1.1	0.13739	3980.21987	St. Helena Sound	03050207024	30502				S100x			03050207	0.800770218	0.8086683939	0.0674366717	0.7099338741	0.9261952125
663430	663430	F	663430	1528	11.65	866.81006	276.85	0	SALKEHATCHIE R	0	0	0	1.18	0.12917	4014.30746	St. Helena Sound	03050207022	30502	21SC60WQ.CSTL-006	SALKEHATCHIE RVR AT US 601		S100x			03050207	0.8153521009	0.8230026276	0.0648698546	0.7294364738	0.934484794
663260	663260	F	663260	1529	44.26	911.07007	276.85	0	SALKEHATCHIE R	0	0	0	1.18	0.36925	11475.28421	St. Helena Sound	03050207022	30502	21SC60WQ.CSTL-104	SALKEHATCHIE RVR NE OF VARNVILLE		S100x			03050207	0.8585174562	0.8652139388	0.0581566859	0.7780039707	0.9627463743
6348	6348	F	6348	1530	3.41	914.48004	276.85	0	SALKEHATCHIE R	0	0	0	1.18	0.06006	1866.40169	St. Helena Sound	03050207022	30502				S100x			03050207	0.8657514358	0.8722559518	0.0572101399	0.7847430751	0.9685944207
6370	6370	F	6370	1531	58.81	58.810001	19.68	0	CALICO CR	1	0	0	0.48	1.20398	15220.14348	St. Helena Sound	03050207044	30502				S100x			03050207	0.7855925789	0.7937081696	0.0702109579	0.6890941117	0.9181144225
6373	6373	F	6373	1532	78.85	78.849998	14.45	0	MILLER CR	1	0	0	0.42	1.00199	11083.35348	St. Helena Sound	03050207047	30502				S100x			03050207	0.6669099978	0.6752871961	0.0928548864	0.5567522643	0.8493506541
6374	6374	F	6374	1533	57.19	57.189999	19.05	0	WHIPPY SWAMP, JACKSON BR	1	0	0	0.47	1.17479	14541.7473	St. Helena Sound	03050207048	30502				S100x			03050207	0.6669099978	0.6752871961	0.0928548864	0.5567522643	0.8493506541
6372	6372	F	6372	1534	25.35	161.39999	48.36	0	WHIPPY SWAMP, JACKSON BR	0	0	0	0.47	0.92124	11403.32224	St. Helena Sound	03050207046	30502				S100x			03050207	0.7585124195	0.7669131095	0.0753310015	0.6597029031	0.9014797526
6375	6375	F	6375	1535	69.02	69.019997	15.28	0	CAW CAW SWAMP	1	0	0	0.43	1.03396	11709.31885	St. Helena Sound	03050207049	30502				S100x			03050207	0.7585124195	0.7669131095	0.0753310015	0.6597029031	0.9014797526
6371	6371	F	6371	1536	3.9	234.31998	68.67	0	WHIPPY SWAMP	0	0	0	0.57	0.25109	3769.31568	St. Helena Sound	03050207045	30502				S100x			03050207	0.7855925789	0.7937081696	0.0702109579	0.6890941117	0.9181144225
6369	6369	F	6369	1537	64.22	357.34998	105.52	0	WHIPPY SWAMP	0	0	0	0.72	0.69545	13187.35988	St. Helena Sound	03050207043	30502				S100x			03050207	0.8657514358	0.8722559518	0.0572101399	0.7847430751	0.9685944207
6347	6347	F	6347	1538	44.18	1316.0101	405.81	0	SALKEHATCHIE R	0	0	0	1.12	0.61522	18147.11049	St. Helena Sound	03050207021	30502				S100x			03050207	0.9434549782	0.9473256682	0.0522997486	0.8673930165	1.0308680569
6327	6327	F	6327	1539	0.19	2589.9099	739.53	0	SALKEHATCHIE R	0	0	0	1.11	0.01577	460.98302	St. Helena Sound	03050207001	30502				S100x			03050207	0.9455358766	0.9493218063	0.0523322863	0.8694820557	1.0327162033
6376	6376	F	6376	1540	65.25	65.25	22.19	0	SALKEHATCHIE R, TENANTS BR	1	0	0	0.5	1.29243	17019.07538	St. Helena Sound	03050207050	30502				S100x			03050207	0.9455358766	0.9493218063	0.0523322863	0.8694820557	1.0327162033
6384	6384	F	6384	1541	0.12	2655.28	763.29	0	COMBAHEE R	0	0	0	1.12	0.0112	330.25316	St. Helena Sound	03050208010	30502				S100x			03050208	0.9470165367	0.9507417082	0.0523613452	0.8712208511	1.0343815497
6378	6378	F	6378	1542	406.64	406.64001	158.47	0	HORSESHOE CR	1	0	0	1.18	1.05289	32720.8012	St. Helena Sound	03050208003	30502				S100x			03050208	0.8472731643	0.852522779	0.0479334399	0.7814049304	0.9298299636
6379	6379	F	6379	1543	375.5	375.5	139.74	0	ASHEPOO R	1	0	0	1.12	0.97798	28847.5557	St. Helena Sound	03050208004	30502				S100x			03050208	0.8472731643	0.852522779	0.0479334399	0.7814049304	0.9298299636
6377	6377	F	6377	1544	298.43	1080.5701	537.87	1	ASHEPOO R	0	1	0	1.58	1.18628	49363.14083	St. Helena Sound	03050208002	30502				S100x			03050208	1	1	0	1	1
6381	6381	F	6381	1545	78.49	78.489998	109.29	0	BLACK CR	1	0	0	1.01	0.84727	22537.35633	St. Helena Sound	03050208007	30502				S100x			03050208	0.9638359351	0.9668449044	0.0530400074	0.8863618578	1.0555887206
6383	6383	F	6383	1546	31.99	31.99	52.3	0	SANDY RUN	1	0	0	0.74	0.55358	10788.78772	St. Helena Sound	03050208009	30502				S100x			03050208	0.9470165367	0.9507417082	0.0523613452	0.8712208511	1.0343815497
6382	6382	F	6382	1547	22.22	2709.49	834.33	0	COMBAHEE R	0	0	0	1.16	0.12601	3849.66766	St. Helena Sound	03050208008	30502				S100x			03050208	0.9638359351	0.9668449044	0.0530400074	0.8863618578	1.0555887206
6380	6380	F	6380	1548	636.67	3424.6599	1281.64	1	COMBAHEE R	0	1	0	1.39	1.90475	69728.82873	St. Helena Sound	03050208006	30502				S100x			03050208	1	1	0	1	1
6385	6385	F	6385	1549	86.05	86.050003	124.12	1	TULFINY R	1	1	0	1.07	0.91103	25672.92769	Broad River	03050208013	30502				S110x			03050208	1	1	0	1	1
6391	6391	F	6391	1550	37.64	37.639999	25.51	0	DUCK CR	1	0	0	0.54	0.683	9713.4743	Broad River	03050208020	30502				S110x			03050208	0.7221045331	0.7287218444	0.0805722721	0.6159595834	0.8668179005
6392	6392	F	6392	1551	108.16	108.16	25.94	0	COOSAWHATCHIE R	1	0	0	0.54	0.68636	9761.29511	Broad River	03050208021	30502				S110x			03050208	0.7221045331	0.7287218444	0.0805722721	0.6159595834	0.8668179005
6390	6390	F	6390	1552	16.87	162.67	62.51	0	COOSAWHATCHIE R	0	0	0	0.54	0.29967	4261.77322	Broad River	03050208019	30502				S110x			03050208	0.752978019	0.7595097017	0.0731199452	0.655561012	0.8828960122
6393	6393	F	6393	1553	45.76	45.759998	19.14	0	BEECH CR	1	0	0	0.47	0.58974	7299.90602	Broad River	03050208022	30502				S110x			03050208	0.752978019	0.7595097017	0.0731199452	0.655561012	0.8828960122
6389	6389	F	6389	1554	33.79	242.22	99.93	0	COOSAWHATCHIE R	0	0	0	0.7	0.37741	6957.71549	Broad River	03050208018	30502				S110x			03050208	0.7937456078	0.7999105574	0.0626690514	0.7090781793	0.9035700708
6394	6394	F	6394	1555	34.55	34.549999	25.94	0	BLOOD HILL CR	1	0	0	0.54	0.6912	9830.02235	Broad River	03050208023	30502				S110x			03050208	0.7937456078	0.7999105574	0.0626690514	0.7090781793	0.9035700708
6388	6388	F	6388	1556	40.59	317.35999	142.45	0	COOSAWHATCHIE R	0	0	0	0.85	0.27809	6225.28999	Broad River	03050208017	30502				S110x			03050208	0.8251904891	0.830877002	0.054148961	0.7512877316	0.9191126422
6395	6395	F	6395	1557	174.14	174.14	68.04	0	BLACK CR	1	0	0	0.83	1.18074	25810.26192	Broad River	03050208024	30502				S110x			03050208	0.8251904891	0.830877002	0.054148961	0.7512877316	0.9191126422
65742	65742	F	65742	1558	47.39	538.89001	241.24	0	COOSAWHATCHIE R	0	0	0	1.1	0.26658	7722.91666	Broad River	03050208038	30502				S110x			03050208	0.8565026929	0.8615451908	0.0452799352	0.7941071259	0.9342628383
6396	6396	F	6396	1559	235.4	235.39999	112.41	0	CYPRESS CR	1	0	0	1.02	0.86211	23159.16912	Broad River	03050208025	30502				S110x			03050208	0.9197224377	0.92296176	0.0262448006	0.8828965198	0.9639310154
6397	6397	F	6397	1560	109.46	109.46	89.78	1	*A	1	1	0	0.93	0.75592	18514.80388	Broad River	03050208027	30502				S110x			03050208	1	1	0	1	1
6398	6398	F	6398	1561	145.24	145.24001	119.44	1	EUHAW CR	1	1	0	1.05	0.89274	24687.26261	Broad River	03050208029	30502				S110x			03050208	1	1	0	1	1
6399	6399	F	6399	1562	691.4	691.40997	307.58	1	NEW R	1	1	0	1.52	1.58763	63555.5331	Savannah River	03050208031	30502				S120x			03050208	1	1	0	1	1
6400	6400	F	6400	1563	60.12	60.119999	56.21	0	SANDERS BR	1	0	0	0.76	0.57852	11579.54775	Broad River	03050208037	30502				S110x			03050208	0.8565026929	0.8615451908	0.0452799352	0.7941071259	0.9342628383
6387	6387	F	6387	1564	168.01	767.02002	386.44	0	COOSAWHATCHIE R	0	0	0	1.37	0.50974	18392.15927	Broad River	03050208016	30502				S110x			03050208	0.9197224377	0.92296176	0.0262448006	0.8828965198	0.9639310154
6386	6386	F	6386	1565	153.66	1156.08	626.88	1	COOSAWHATCHIE R	0	1	0	1.69	0.59899	26660.41482	Broad River	03050208015	30502				S110x			03050208	1	1	0	1	1
6402	6402	F	6402	1566	41.33	41.330002	131.58	0	GOLDEN CR	1	0	0	1.09	0.50647	14539.27825	Savannah River	03060101024	30601				S120x			03060101	0.3463379981	0.3400227116	0.0887637085	0.2264571129	0.4977979942
6404	6404	F	6404	1567	41.26	41.259998	105.26	0	RICES CR	1	0	0	1	0.4371	11511.70707	Savannah River	03060101026	30601				S120x			03060101	0.3421945299	0.3360989653	0.0879221827	0.2234942706	0.4912814788
6406	6406	F	6406	1568	40.8	40.799999	137.43	0	WOLF CR	1	0	0	1.11	0.51493	15053.20395	Savannah River	03060101028	30601				S120x			03060101	0.3337548273	0.3280829495	0.0862891981	0.2180924367	0.4780314072
6408	6408	F	6408	1569	41.72	41.720001	87.72	0	TWELVEMILE CR, N FK	1	0	0	0.92	0.39658	9608.90081	Savannah River	03060101030	30601				S120x			03060101	0.3219228312	0.316790649	0.0841797297	0.2104334689	0.4638416312
6409	6409	F	6409	1570	48.4	48.400002	93.57	0	TWELVEMILE CR	1	0	0	0.95	0.41591	10406.03373	Savannah River	03060101031	30601				S120x			03060101	0.3219228312	0.316790649	0.0841797297	0.2104334689	0.4638416312
6407	6407	F	6407	1571	66.53	156.64999	251.46	0	TWELVEMILE CR	0	0	0	1.13	0.25836	7688.99852	Savannah River	03060101029	30601				S120x			03060101	0.3337548273	0.3280829495	0.0862891981	0.2180924367	0.4780314072
6405	6405	F	6405	1572	28.59	226.03999	451.76	0	TWELVEMILE CR	0	0	0	1.47	0.17875	6920.33129	Savannah River	03060101027	30601				S120x			03060101	0.3421945299	0.3360989653	0.0879221827	0.2234942706	0.4912814788
663710	663710	F	663710	1573	7.1	274.39999	590.65	0	TWELVEMILE CR	0	0	0	1.64	0.08615	3721.04195	Savannah River	03060101025	30601				S120x			03060101	0.3463379981	0.3400227116	0.0887637085	0.2264571129	0.4977979942
660840	660840	F	660840	1574	2.08	317.80997	809.95	0	TWELVEMILE CR	0	0	0	1.87	0.00849	418.27627	Savannah River	03060101023	30601	21SC60WQ.SV-015	TWELVE MI CK AT S-39-51 N OF NORRIS		S120x			03060101	0.3467490388	0.3404115367	0.0888486302	0.2270491422	0.4984448509
663750	663750	F	663750	1575	39.64	357.44995	809.95	0	TWELVEMILE CR	0	0	0	1.87	0.14618	7199.52461	Savannah River	03060101023	30601	21SC60WQ.SV-137	12 MI CR AT S-39-52 ABOVE CENTRAL OUTFALL		S120x			03060101	0.3539033026	0.3471670661	0.090368601	0.2374888537	0.5087612732
10363	10363	F	10363	1576	21.83	379.27994	809.95	0	TWELVEMILE CR	0	0	0	1.87	0.03272	1611.64907	Savannah River	03060101023	30601				S120x			03060101	0.3555247782	0.3486950084	0.090724149	0.2398905925	0.5116058384
10389	10389	F	10389	1577	21.22	400.49994	809.95	0	TWELVEMILE CR	0	0	1	1.87	0.10854	5345.61188	Savannah River	03060101023	30601				S120x			03060101	0.3555247782	0.3486950084	0.090724149	0.2398905925	0.5116058384
6411	6411	F	6411	1578	54.72	54.720001	96.07	0	LITTLE R	1	0	0	0.96	0.40967	10357.66789	Savannah River	03060101062	30601				S120x			03060101	0.177130049	0.1662910359	0.0757598321	0.0901071727	0.3025605379
6412	6412	F	6412	1579	88.3	88.300003	42.9	0	FLAT SHOALS R	1	0	0	0.68	1.16523	20867.9781	Savannah River	03060101063	30601				S120x			03060101	0.177130049	0.1662910359	0.0757598321	0.0901071727	0.3025605379
6410	6410	F	6410	1580	1.66	144.68001	143.62	0	LITTLE R	0	0	0	0.85	0.10109	2263.05525	Savannah River	03060101061	30601				S120x			03060101	0.1796494095	0.1686011015	0.0766233496	0.0929524075	0.3083682812
6413	6413	F	6413	1581	42.55	42.549999	28.27	0	*A	1	0	0	0.56	0.92752	13679.49159	Savannah River	03060101064	30601				S120x			03060101	0.1796494095	0.1686011015	0.0766233496	0.0929524075	0.3083682812
663760	663760	F	663760	1582	0.49	187.72002	185.86	0	LITTLE R	0	0	0	0.97	0.0214	546.81616	Savannah River	03060101060	30601				S120x			03060101	0.1801873181	0.1690936866	0.0768091663	0.0935661507	0.3096119636
10404	10404	F	10404	1583	43.54	231.26001	185.86	0	LITTLE R	0	0	0	0.97	0.23676	6048.30449	Savannah River	03060101060	30601				S120x			03060101	0.1862470646	0.1746274343	0.0789378386	0.1001413677	0.3234553556
10416	10416	F	10416	1584	9.08	240.34001	185.86	0	LITTLE R	0	0	1	0.97	0.1557	3977.46188	Savannah River	03060101060	30601				S120x			03060101	0.1862470646	0.1746274343	0.0789378386	0.1001413677	0.3234553556
6414	6414	F	6414	1585	214.97	214.97	168.81	0	CHAUGA R	1	0	0	1.21	1.46023	46533.56404	Savannah River	03060102021	30601				S120x			03060102	0.3477061459	0.341316622	0.0890473808	0.2284309498	0.4999513363
6415	6415	F	6415	1586	56.41	56.41	54.32	0	TAXAWAY CR	1	0	0	0.75	0.76166	15044.60445	Savannah River	03060102022	30601				S120x			03060102	0.3477061459	0.341316622	0.0890473808	0.2284309498	0.4999513363
